id,assists,bonus,bps,clean_sheets,clean_sheets_per_90,clearances_blocks_interceptions,defensive_contribution,defensive_contribution_per_90,expected_assists,expected_assists_per_90,expected_goal_involvements,expected_goal_involvements_per_90,expected_goals,expected_goals_conceded,expected_goals_conceded_per_90,expected_goals_per_90,form,web_name,goals_conceded,goals_conceded_per_90,goals_scored,minutes,now_cost,own_goals,penalties_missed,penalties_saved,position,recoveries,red_cards,saves,selected_by_percent,starts_per_90,tackles,team,team_name,total_points,transfers_in,transfers_out,yellow_cards
225,5,9,428,8,0.44,68,111,6.16,2.32,0.13,3.18,0.18,0.86,24.92,1.38,0.05,2.6,James,16,0.89,2,1622,56,0,0,0,Defender,82,0,0,8.2,0.94,43,7,Chelsea,103,2080650,1839798,4
226,1,7,464,9,0.36,202,234,9.24,0.75,0.03,1.89,0.07,1.14,32.83,1.3,0.04,3.2,Chalobah,30,1.18,3,2280,58,0,0,0,Defender,99,1,0,22.7,1.03,32,7,Chelsea,126,4761957,2234840,3
227,0,0,0,0,0.0,0,0,0.0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,Colwill,0,0.0,0,0,47,0,0,0,Defender,0,0,0,0.1,0.0,0,7,Chelsea,0,1175,30596,0
228,2,7,327,7,0.41,50,90,5.21,1.37,0.08,2.83,0.16,1.46,25.78,1.49,0.08,2.0,Gusto,20,1.16,2,1555,49,0,0,0,Defender,91,1,0,2.0,0.98,40,7,Chelsea,83,472179,453791,2
229,0,0,48,0,0.0,41,48,9.19,0.06,0.01,0.06,0.01,0.00,7.41,1.42,0.0,0.8,B.Badiashile,10,1.91,0,470,44,0,0,0,Defender,16,0,0,0.0,1.15,7,7,Chelsea,7,8779,8340,2
230,1,3,231,4,0.35,117,132,11.61,0.55,0.05,0.80,0.07,0.25,15.29,1.35,0.02,1.4,Fofana,11,0.97,0,1023,44,0,0,0,Defender,57,1,0,0.4,0.97,15,7,Chelsea,48,110206,93171,2
231,0,0,-1,0,0.0,0,0,0.0,0.00,0.0,0.00,0.0,0.00,0.29,13.05,0.0,0.2,M.Sarr,1,45.0,0,2,45,0,0,0,Defender,1,0,0,0.0,0.0,0,7,Chelsea,1,1519,2334,0
232,0,2,114,2,0.25,75,88,11.02,0.40,0.05,0.50,0.06,0.11,11.55,1.45,0.01,0.2,Tosin,12,1.5,0,719,40,0,0,0,Defender,18,0,0,0.2,0.88,13,7,Chelsea,31,105661,220799,2
233,0,5,98,2,0.32,31,40,6.35,0.13,0.02,0.73,0.12,0.60,13.91,2.21,0.1,0.4,Acheampong,12,1.9,1,567,37,0,0,0,Defender,23,0,0,1.5,1.11,9,7,Chelsea,33,545890,474218,1
234,0,0,0,0,0.0,0,0,0.0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,Anselmino,0,0.0,0,0,40,0,0,0,Defender,0,0,0,0.1,0.0,0,7,Chelsea,0,1262,10160,0
235,2,7,286,3,0.25,17,81,6.83,1.18,0.1,9.25,0.78,8.07,18.18,1.53,0.68,7.4,Palmer,15,1.27,8,1067,106,0,0,0,Midfielder,49,0,0,17.0,1.18,15,7,Chelsea,82,2374405,6996961,3
236,5,8,457,11,0.48,17,102,4.44,5.60,0.24,9.84,0.42,4.24,27.76,1.21,0.18,3.2,Neto,19,0.83,5,2069,70,0,0,0,Midfielder,70,0,0,4.9,1.0,15,7,Chelsea,107,1918121,1871400,2
237,3,14,507,8,0.32,39,181,7.29,5.16,0.21,15.03,0.61,9.87,32.13,1.29,0.4,4.4,Enzo,28,1.13,8,2234,68,0,0,0,Midfielder,98,0,0,21.2,1.01,44,7,Chelsea,120,5351481,3359618,6
238,5,4,169,4,0.49,8,51,6.22,2.12,0.26,4.94,0.6,2.82,8.13,0.99,0.34,3.2,Estêvão,8,0.98,2,738,64,0,0,0,Midfielder,33,0,0,2.2,1.22,10,7,Chelsea,55,851790,841348,3
239,2,0,99,1,0.19,6,29,5.37,0.94,0.17,1.75,0.32,0.81,8.89,1.65,0.15,0.4,Gittens,7,1.3,0,486,60,0,0,0,Midfielder,15,0,0,0.1,0.93,8,7,Chelsea,25,17090,41642,0
240,0,0,0,0,0.0,0,0,0.0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,Nkunku,0,0.0,0,0,59,0,0,0,Midfielder,0,0,0,0.1,0.0,0,7,Chelsea,0,2668,23717,0
241,1,10,427,6,0.29,78,269,12.99,1.84,0.09,3.00,0.15,1.16,27.95,1.35,0.06,2.6,Caicedo,26,1.26,3,1864,57,0,0,0,Midfielder,125,1,0,7.9,1.01,66,7,Chelsea,87,3231728,3149449,8
242,4,13,374,6,0.33,32,139,7.58,3.34,0.18,5.77,0.31,2.43,23.71,1.29,0.13,4.4,Dewsbury-Hall,21,1.15,5,1650,50,0,0,0,Midfielder,76,0,0,3.3,1.04,31,9,Everton,97,1725884,1846729,5
243,0,0,11,1,0.37,1,10,3.73,0.13,0.05,0.59,0.22,0.46,2.34,0.87,0.17,0.8,George,3,1.12,0,241,48,0,0,0,Midfielder,7,0,0,0.1,0.37,2,9,Everton,8,8638,9611,2
244,0,0,22,0,0.0,5,11,9.43,0.05,0.04,0.05,0.04,0.00,2.79,2.39,0.0,0.0,Lavia,3,2.57,0,105,49,0,0,0,Midfielder,4,0,0,0.0,0.86,2,7,Chelsea,4,2560,4587,0
245,0,0,0,0,0.0,0,0,0.0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,Mudryk,0,0.0,0,0,49,0,0,0,Midfielder,0,0,0,0.0,0.0,0,7,Chelsea,0,955,1269,0
246,0,0,158,1,0.1,36,97,9.86,0.79,0.08,2.49,0.25,1.70,13.12,1.33,0.17,1.8,Andrey Santos,10,1.02,0,885,45,0,0,0,Midfielder,36,0,0,0.3,0.92,25,7,Chelsea,28,72832,80509,4
247,0,0,0,0,0.0,0,0,0.0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,D.Essugo,0,0.0,0,0,43,0,0,0,Midfielder,0,0,0,0.1,0.0,0,7,Chelsea,0,11909,13822,0
248,0,0,0,0,0.0,0,0,0.0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,Paez,0,0.0,0,0,45,0,0,0,Midfielder,0,0,0,0.0,0.0,0,7,Chelsea,0,0,948,0
249,8,25,559,10,0.46,35,112,5.13,1.71,0.08,11.71,0.54,10.00,26.80,1.23,0.46,9.4,João Pedro,20,0.92,11,1966,77,0,0,0,Forward,58,0,0,47.6,1.05,19,7,Chelsea,139,7437914,8077688,3
250,2,1,106,2,0.25,7,25,3.13,0.18,0.02,3.85,0.48,3.68,10.79,1.35,0.46,1.8,Delap,13,1.63,1,718,62,0,0,0,Forward,16,0,0,0.9,1.13,2,7,Chelsea,34,107877,461278,2
251,0,0,0,0,0.0,0,0,0.0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,N.Jackson,0,0.0,0,0,65,0,0,0,Forward,0,0,0,0.1,0.0,0,7,Chelsea,0,4962,15330,0
252,1,0,19,0,0.0,4,7,2.55,0.29,0.11,1.75,0.64,1.46,5.65,2.06,0.53,0.0,Marc Guiu,2,0.73,0,247,41,0,0,0,Forward,3,0,0,5.9,0.36,0,7,Chelsea,12,1190730,2673306,1
253,0,7,445,10,0.37,38,0,0.0,0.10,0.0,0.10,0.0,0.00,35.41,1.31,0.0,5.6,Henderson,32,1.19,0,2430,50,0,0,1,Goalkeeper,218,0,74,7.4,1.0,0,8,Crystal Palace,109,919387,889830,2
254,0,0,0,0,0.0,0,0,0.0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,Benitez,0,0.0,0,0,40,0,0,0,Goalkeeper,0,0,0,0.3,0.0,0,8,Crystal Palace,0,14647,30342,0
255,0,0,0,0,0.0,0,0,0.0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,Matthews,0,0.0,0,0,39,0,0,0,Goalkeeper,0,0,0,0.1,0.0,0,8,Crystal Palace,0,5893,8445,0
256,3,8,375,9,0.48,91,135,7.25,3.29,0.18,5.23,0.28,1.94,22.38,1.2,0.1,3.6,Muñoz,18,0.97,3,1676,59,0,0,0,Defender,72,0,0,8.4,1.02,44,8,Crystal Palace,107,3618804,3684325,5
257,2,7,415,9,0.35,227,276,10.62,0.72,0.03,2.57,0.1,1.85,33.78,1.3,0.07,3.4,Lacroix,32,1.23,0,2340,51,0,0,0,Defender,75,0,0,5.3,1.0,49,8,Crystal Palace,116,1571661,1120551,3
258,1,7,375,10,0.38,106,179,6.72,1.54,0.06,2.59,0.1,1.05,35.41,1.33,0.04,4.2,Mitchell,32,1.2,1,2398,50,0,0,0,Defender,130,0,0,2.1,1.01,73,8,Crystal Palace,105,438306,364264,5
259,0,0,10,0,0.0,4,7,11.89,0.06,0.1,0.06,0.1,0.00,0.83,1.41,0.0,0.2,Sosa,1,1.7,0,53,48,0,0,0,Defender,1,0,0,0.1,0.0,3,8,Crystal Palace,5,10427,17843,0
260,4,9,473,9,0.36,172,207,8.28,2.02,0.08,4.67,0.19,2.65,32.53,1.3,0.11,3.8,Guéhi,27,1.08,2,2250,52,0,0,0,Defender,105,0,0,37.0,1.0,35,13,Man City,126,5867306,2913666,5
261,0,3,361,9,0.39,184,231,10.08,1.27,0.06,2.36,0.11,1.09,28.84,1.26,0.05,4.4,Richards,28,1.22,1,2062,44,0,0,0,Defender,47,0,0,2.7,1.0,47,8,Crystal Palace,99,922578,762557,3
262,1,0,46,1,0.47,9,9,4.26,0.03,0.01,0.14,0.06,0.11,1.92,0.91,0.05,2.2,Chadi Riad,1,0.47,0,190,40,0,0,0,Defender,10,0,0,0.0,0.95,0,8,Crystal Palace,11,4510,2957,2
263,1,2,50,0,0.0,22,34,7.32,0.56,0.12,0.99,0.21,0.43,5.77,1.24,0.09,0.0,Clyne,8,1.72,0,418,38,0,0,0,Defender,15,0,0,0.6,1.29,12,8,Crystal Palace,14,89333,99230,0
264,0,0,0,0,0.0,0,0,0.0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,Holding,0,0.0,0,0,40,0,0,0,Defender,0,0,0,0.0,0.0,0,8,Crystal Palace,0,0,3904,0
265,0,0,0,0,0.0,0,0,0.0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,Kporha,0,0.0,0,0,40,0,0,0,Defender,0,0,0,0.0,0.0,0,8,Crystal Palace,0,694,2259,0
266,3,8,324,6,0.44,17,81,5.96,2.00,0.15,5.48,0.41,3.48,7.38,0.54,0.26,3.0,Eze,9,0.66,6,1224,72,0,0,0,Midfielder,51,0,0,7.8,1.03,13,1,Arsenal,86,3283390,3702546,1
267,1,6,227,8,0.49,31,102,6.3,0.65,0.04,7.35,0.45,6.71,20.02,1.24,0.41,4.2,Sarr,16,0.99,5,1456,64,0,0,0,Midfielder,56,0,0,3.9,1.05,15,8,Crystal Palace,73,2526673,2646817,2
268,0,0,0,0,0.0,0,0,0.0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,Doucouré,0,0.0,0,0,49,0,0,0,Midfielder,0,0,0,0.0,0.0,0,8,Crystal Palace,0,410,640,0
269,0,0,12,0,0.0,0,5,11.25,0.04,0.09,0.04,0.09,0.00,1.74,3.92,0.0,0.0,Esse,0,0.0,0,40,47,0,0,0,Midfielder,2,0,0,0.1,0.0,3,8,Crystal Palace,4,11622,28562,0
270,1,0,179,5,0.38,43,117,8.78,1.66,0.12,2.72,0.2,1.06,18.24,1.37,0.08,1.2,Hughes,13,0.97,0,1200,47,0,0,0,Midfielder,52,0,0,0.1,1.05,22,8,Crystal Palace,37,20934,23834,6
271,2,0,225,6,0.42,27,143,9.94,2.01,0.14,3.43,0.24,1.42,14.98,1.04,0.1,0.8,Kamada,14,0.97,0,1295,50,0,0,0,Midfielder,74,0,0,0.1,1.04,42,8,Crystal Palace,49,43564,42677,1
272,4,3,205,5,0.39,64,147,11.44,0.91,0.07,1.92,0.15,1.01,14.61,1.14,0.08,3.2,Lerma,15,1.17,0,1156,49,1,0,0,Midfielder,65,0,0,0.1,0.93,18,8,Crystal Palace,51,11934,13315,6
273,4,4,365,8,0.36,56,234,10.59,5.31,0.24,6.43,0.29,1.13,30.57,1.38,0.05,2.2,Wharton,30,1.36,0,1988,50,0,0,0,Midfielder,123,1,0,0.6,1.09,55,8,Crystal Palace,78,164524,165921,4
274,0,0,0,0,0.0,0,0,0.0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,Agbinone,0,0.0,0,0,43,0,0,0,Midfielder,0,0,0,0.1,0.0,0,8,Crystal Palace,0,12096,9121,0
275,0,0,0,0,0.0,0,0,0.0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,Ahamada,0,0.0,0,0,43,0,0,0,Midfielder,0,0,0,0.0,0.0,0,8,Crystal Palace,0,5497,7620,0
276,0,0,81,1,0.15,8,48,7.28,0.36,0.05,2.74,0.41,2.38,10.05,1.53,0.36,0.0,Devenny,10,1.52,1,593,43,0,0,0,Midfielder,24,0,0,1.3,0.76,16,8,Crystal Palace,29,279515,320200,0
277,0,0,0,0,0.0,0,0,0.0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,Ebiowei,0,0.0,0,0,45,0,0,0,Midfielder,0,0,0,0.0,0.0,0,8,Crystal Palace,0,0,747,0
278,0,0,0,0,0.0,0,0,0.0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,J.Rak-Sakyi,0,0.0,0,0,44,0,0,0,Midfielder,0,0,0,0.0,0.0,0,8,Crystal Palace,0,4359,9482,0
279,0,0,0,0,0.0,0,0,0.0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,M.França,0,0.0,0,0,45,0,0,0,Midfielder,0,0,0,0.0,0.0,0,8,Crystal Palace,0,95,1646,0
280,0,0,0,0,0.0,0,0,0.0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,Ozoh,0,0.0,0,0,45,0,0,0,Midfielder,0,0,0,0.0,0.0,0,8,Crystal Palace,0,0,191,0
281,0,0,2,0,0.0,0,0,0.0,0.00,0.0,0.00,0.0,0.00,0.65,19.5,0.0,0.0,Rodney,0,0.0,0,3,44,0,0,0,Midfielder,0,0,0,0.0,0.0,0,8,Crystal Palace,1,5565,6689,0
282,0,0,0,0,0.0,0,0,0.0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,Umeh,0,0.0,0,0,45,0,0,0,Midfielder,0,0,0,0.0,0.0,0,8,Crystal Palace,0,860,3049,0
283,0,9,281,8,0.38,51,110,5.2,1.26,0.06,13.14,0.62,11.88,26.67,1.26,0.56,0.4,Mateta,23,1.09,8,1904,75,0,0,0,Forward,51,0,0,6.8,1.09,8,8,Crystal Palace,84,4729733,5096584,2
284,0,3,100,0,0.0,13,38,8.26,0.46,0.1,2.23,0.48,1.77,9.49,2.06,0.38,0.0,Nketiah,12,2.61,2,414,54,0,0,0,Forward,17,0,0,0.3,0.43,8,8,Crystal Palace,23,124307,144435,2
285,0,0,6,0,0.0,0,1,45.0,0.00,0.0,0.00,0.0,0.00,0.27,12.15,0.0,0.0,Édouard,0,0.0,0,2,50,0,0,0,Forward,0,0,0,0.2,0.0,1,8,Crystal Palace,1,9044,89358,0
286,0,0,0,0,0.0,0,0,0.0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,Marsh,0,0.0,0,0,44,0,0,0,Forward,0,0,0,0.3,0.0,0,8,Crystal Palace,0,49980,56560,0
287,0,11,427,9,0.33,37,0,0.0,0.14,0.01,0.14,0.01,0.00,39.41,1.46,0.0,1.8,Pickford,31,1.15,0,2430,56,0,0,1,Goalkeeper,231,0,72,13.2,1.0,2,9,Everton,109,1535607,1314966,2
288,0,0,0,0,0.0,0,0,0.0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,Travers,0,0.0,0,0,43,0,0,0,Goalkeeper,0,0,0,0.1,0.0,0,9,Everton,0,4458,11798,0
289,0,0,0,0,0.0,0,0,0.0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,Tyrer,0,0.0,0,0,39,0,0,0,Goalkeeper,0,0,0,0.1,0.0,0,9,Everton,0,4633,9816,0
290,1,0,37,0,0.0,21,27,7.64,0.08,0.02,0.26,0.07,0.18,4.30,1.22,0.05,1.8,Branthwaite,4,1.13,0,318,53,0,0,0,Defender,17,0,0,0.2,0.85,6,9,Everton,9,15236,71901,1
291,1,6,436,9,0.33,249,287,10.63,1.31,0.05,3.22,0.12,1.91,39.41,1.46,0.07,2.0,Tarkowski,31,1.15,0,2430,57,0,0,0,Defender,66,0,0,11.2,1.0,38,9,Everton,118,2273392,1707414,5
292,1,1,248,7,0.32,118,147,6.72,2.14,0.1,2.42,0.11,0.28,31.58,1.44,0.01,1.0,Mykolenko,28,1.28,0,1969,49,1,0,0,Defender,71,0,0,0.6,1.01,29,9,Everton,67,137829,166831,5
293,2,2,290,8,0.33,128,167,6.88,0.68,0.03,1.51,0.06,0.83,37.23,1.53,0.03,2.0,O'Brien,29,1.19,0,2186,49,0,0,0,Defender,86,1,0,0.7,0.99,39,9,Everton,86,162290,154452,2
294,0,0,10,0,0.0,0,0,0.0,0.00,0.0,0.00,0.0,0.00,0.24,1.96,0.0,0.0,Coleman,0,0.0,0,11,42,0,0,0,Defender,1,0,0,0.1,8.18,0,9,Everton,3,6124,17440,0
295,0,8,322,6,0.28,195,221,10.22,0.19,0.01,2.10,0.1,1.91,32.76,1.51,0.09,1.8,Keane,28,1.29,3,1947,46,0,0,0,Defender,70,1,0,3.5,1.02,26,9,Everton,105,1381133,1002966,0
296,0,0,68,2,0.76,20,30,11.39,0.04,0.02,0.07,0.03,0.03,3.55,1.35,0.01,0.6,Patterson,1,0.38,0,237,44,0,0,0,Defender,14,0,0,0.0,1.14,10,9,Everton,21,5644,6127,0
297,0,0,0,0,0.0,0,0,0.0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,Dixon,0,0.0,0,0,38,0,0,0,Defender,0,0,0,0.2,0.0,0,9,Everton,0,9298,21003,0
298,0,0,0,0,0.0,0,0,0.0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,Welch,0,0.0,0,0,38,0,0,0,Defender,0,0,0,0.1,0.0,0,9,Everton,0,7394,14584,0
299,2,5,381,6,0.3,24,195,9.79,3.69,0.19,8.07,0.41,4.38,26.52,1.33,0.22,3.4,Ndiaye,25,1.25,5,1793,62,0,0,0,Midfielder,124,0,0,3.9,1.05,47,9,Everton,90,1668073,2495819,2
300,2,0,99,3,0.44,11,53,7.76,0.68,0.1,1.14,0.17,0.46,12.17,1.78,0.07,0.2,McNeil,4,0.59,0,615,55,0,0,0,Midfielder,31,0,0,0.1,1.02,11,9,Everton,29,31403,62630,1
301,1,0,111,3,0.4,10,64,8.64,0.44,0.06,1.48,0.2,1.04,13.03,1.76,0.14,0.2,Alcaraz,8,1.08,0,667,52,0,0,0,Midfielder,41,0,0,0.1,0.81,13,9,Everton,26,17043,29266,3
302,1,4,286,3,0.18,36,153,9.24,0.91,0.05,2.29,0.13,1.38,23.32,1.41,0.08,2.6,Gana,19,1.15,2,1490,54,0,0,0,Midfielder,81,1,0,0.1,1.09,36,9,Everton,57,22667,28079,1
303,3,11,582,9,0.33,112,331,12.29,4.49,0.17,6.30,0.24,1.81,39.35,1.46,0.07,2.8,Garner,31,1.15,2,2423,52,0,0,0,Midfielder,139,0,0,3.8,1.0,80,9,Everton,113,983427,526389,6
304,3,1,167,7,0.62,29,133,11.83,0.59,0.05,0.96,0.08,0.37,16.31,1.45,0.03,0.6,Iroegbunam,10,0.89,0,1012,48,0,0,0,Midfielder,58,0,0,0.0,1.07,46,9,Everton,52,5566,6355,8
305,0,0,70,1,0.19,13,47,8.78,0.21,0.04,1.00,0.19,0.79,8.76,1.64,0.15,1.6,Armstrong,7,1.31,0,482,45,0,0,0,Midfielder,23,0,0,0.1,1.12,11,9,Everton,17,10798,16929,0
306,0,0,0,0,0.0,0,0,0.0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,Bates,0,0.0,0,0,43,0,0,0,Midfielder,0,0,0,0.1,0.0,0,9,Everton,0,13475,13850,0
307,0,0,0,0,0.0,0,0,0.0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,Ebere,0,0.0,0,0,44,0,0,0,Midfielder,0,0,0,0.0,0.0,0,9,Everton,0,4614,6157,0
308,0,0,0,0,0.0,0,0,0.0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,Heath,0,0.0,0,0,45,0,0,0,Midfielder,0,0,0,0.0,0.0,0,9,Everton,0,458,3742,0
309,0,0,0,0,0.0,0,0,0.0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,Metcalfe,0,0.0,0,0,45,0,0,0,Midfielder,0,0,0,0.0,0.0,0,9,Everton,0,0,113,0
310,0,5,192,7,0.4,25,52,2.97,0.37,0.02,5.59,0.32,5.22,24.91,1.42,0.3,3.4,Barry,21,1.2,5,1576,57,0,0,0,Forward,25,0,0,1.1,1.09,2,9,Everton,67,274070,229366,2
311,0,3,118,2,0.2,25,51,5.15,0.15,0.02,5.30,0.54,5.15,15.91,1.61,0.52,2.0,Beto,13,1.31,3,892,50,0,0,0,Forward,17,0,0,2.4,0.81,9,9,Everton,47,452756,1114814,2
312,0,0,0,0,0.0,0,0,0.0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,Y.Chermiti,0,0.0,0,0,49,0,0,0,Forward,0,0,0,0.1,0.0,0,9,Everton,0,2418,14512,0
313,0,0,0,0,0.0,0,0,0.0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,Sherif,0,0.0,0,0,44,0,0,0,Forward,0,0,0,0.1,0.0,0,9,Everton,0,9203,26277,0
314,0,3,344,5,0.19,33,0,0.0,0.00,0.0,0.00,0.0,0.00,38.86,1.44,0.0,1.0,Leno,41,1.52,0,2430,49,1,0,0,Goalkeeper,223,0,68,1.5,1.0,4,10,Fulham,74,205913,240425,3
315,0,0,0,0,0.0,0,0,0.0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,Benda,0,0.0,0,0,40,0,0,0,Goalkeeper,0,0,0,0.0,0.0,0,10,Fulham,0,577,807,0
316,0,4,142,2,0.22,42,68,7.64,1.11,0.12,1.33,0.14,0.22,13.30,1.49,0.02,0.2,Robinson,10,1.12,0,801,49,0,0,0,Defender,48,0,0,0.7,1.01,26,10,Fulham,33,144439,176377,0
317,1,5,325,5,0.2,228,265,10.41,1.54,0.06,2.80,0.11,1.26,35.40,1.39,0.05,1.8,Andersen,38,1.49,0,2291,45,0,0,0,Defender,91,0,0,4.6,1.02,37,10,Fulham,93,1193224,952050,6
318,1,6,205,3,0.18,104,141,8.23,0.18,0.01,1.17,0.07,0.99,24.14,1.41,0.06,2.2,Bassey,30,1.75,1,1542,44,0,0,0,Defender,75,0,0,0.4,0.99,37,10,Fulham,64,103002,121346,3
319,1,0,127,0,0.0,76,98,7.89,0.51,0.04,1.45,0.12,0.94,21.75,1.75,0.08,1.0,Castagne,23,1.85,0,1118,43,0,0,0,Defender,34,0,0,0.1,0.97,22,10,Fulham,29,18769,24652,3
320,0,0,29,0,0.0,30,35,7.65,0.03,0.01,0.05,0.01,0.02,8.18,1.79,0.0,0.0,Diop,9,1.97,0,412,43,0,0,0,Defender,10,0,0,0.1,0.87,5,10,Fulham,10,6930,11277,1
321,0,1,151,2,0.19,95,111,10.74,0.53,0.05,0.58,0.05,0.05,14.51,1.4,0.0,1.0,J.Cuenca,11,1.06,0,930,43,0,0,0,Defender,40,0,0,0.1,1.06,16,10,Fulham,38,6508,6860,5
322,0,5,268,5,0.29,84,144,8.47,1.10,0.06,1.80,0.1,0.70,22.87,1.35,0.04,1.5,Tete,23,1.35,1,1530,45,0,0,0,Defender,70,0,0,0.3,1.06,60,10,Fulham,71,155921,151220,2
323,0,0,0,0,0.0,0,0,0.0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,Amissah,0,0.0,0,0,38,0,0,0,Defender,0,0,0,0.1,0.0,0,10,Fulham,0,9081,16732,0
324,3,10,366,3,0.15,22,126,6.4,3.33,0.17,4.49,0.23,1.16,28.71,1.46,0.06,5.2,Iwobi,34,1.73,3,1773,63,0,0,0,Midfielder,84,0,0,0.8,1.07,20,10,Fulham,79,297821,396479,2
325,1,1,271,3,0.2,31,107,7.17,0.93,0.06,4.45,0.3,3.52,23.95,1.6,0.24,1.8,Smith Rowe,21,1.41,3,1344,56,0,0,0,Midfielder,55,0,0,0.5,1.0,21,10,Fulham,61,157446,208112,1
326,0,0,63,0,0.0,1,14,4.63,0.55,0.18,0.89,0.29,0.34,5.87,1.94,0.11,0.5,Adama,9,2.98,0,272,51,0,0,0,Midfielder,12,0,0,0.2,0.33,1,19,West Ham,19,15910,35695,1
327,0,0,0,0,0.0,0,0,0.0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,Andreas,0,0.0,0,0,53,0,0,0,Midfielder,0,0,0,0.1,0.0,0,10,Fulham,0,2438,35569,0
328,3,5,255,4,0.24,80,175,10.45,1.69,0.1,2.70,0.16,1.01,23.15,1.38,0.06,3.0,Sessegnon,28,1.67,2,1507,54,0,0,0,Midfielder,58,0,0,0.2,1.02,37,10,Fulham,73,143644,137590,0
329,7,17,494,6,0.27,51,138,6.16,3.90,0.17,8.25,0.36,4.35,29.93,1.34,0.19,3.5,Wilson,30,1.34,8,2015,59,0,0,0,Midfielder,66,0,0,20.2,1.07,21,10,Fulham,128,4437485,1975575,6
330,2,3,399,5,0.2,76,222,8.88,1.08,0.04,2.37,0.09,1.29,36.35,1.45,0.05,2.5,Berge,39,1.56,0,2251,49,1,0,0,Midfielder,99,0,0,0.1,1.04,47,10,Fulham,67,10968,12248,4
331,0,1,103,0,0.0,7,35,6.92,0.28,0.06,1.13,0.23,0.85,8.25,1.63,0.17,0.5,Cairney,9,1.78,1,455,48,0,0,0,Midfielder,25,0,0,0.0,0.59,3,10,Fulham,25,2595,4668,2
332,3,3,225,4,0.3,43,127,9.46,1.35,0.1,3.09,0.23,1.74,18.45,1.37,0.13,0.0,Lukić,17,1.27,1,1208,49,0,0,0,Midfielder,49,0,0,0.1,1.12,35,10,Fulham,50,14552,18997,6
333,0,0,0,0,0.0,0,0,0.0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,Godo,0,0.0,0,0,45,0,0,0,Midfielder,0,0,0,0.0,0.0,0,10,Fulham,0,898,6582,0
334,0,0,0,0,0.0,0,0,0.0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,Harris,0,0.0,0,0,45,0,0,0,Midfielder,0,0,0,0.0,0.0,0,10,Fulham,0,0,308,0
335,2,0,129,3,0.3,15,74,7.33,0.42,0.04,1.80,0.18,1.38,12.90,1.28,0.14,0.2,King,15,1.49,0,908,44,0,0,0,Midfielder,40,0,0,1.8,1.09,19,10,Fulham,37,950122,851204,3
336,0,2,37,0,0.0,0,2,7.83,0.24,0.94,0.28,1.1,0.04,0.41,1.6,0.16,0.2,Reed,1,3.91,1,23,43,0,0,0,Midfielder,2,0,0,0.4,0.0,0,10,Fulham,12,80002,65719,0
337,5,7,344,7,0.36,35,105,5.33,0.81,0.04,10.40,0.53,9.59,27.70,1.41,0.49,5.8,Raúl,24,1.22,8,1772,61,0,0,0,Forward,44,0,0,2.0,1.12,26,10,Fulham,94,584177,608086,5
